,college_code,college_name,course_code,course_name,course_status,course_university,regional_reservation,last_cap_round,category_reservation,last_rank,cutoff_percentile
0,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,GOPENS,34240,(88.5013511)
1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,GSCS,62739,(77.8445199)
2,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,GSTS,91124,(65.8812284)
3,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,GVJS,54224,(81.2928705)
4,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,GNT1S,34281,(88.4426131)
5,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,GNT2S,41658,(85.7455441)
6,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,GNT3S,35923,(87.8945473)
7,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,GOBCS,42649,(85.3822102)
8,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,GSEBCS,69130,(75.3516004)
9,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,LOPENS,35071,(88.1228442)
10,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,LSCS,47557,(83.6393990)
11,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,LSTS,89332,(66.8505265)
12,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,LVJS,54046,(81.3738935)
13,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,LNT2S,80230,(70.8722936)
14,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,LOBCS,47396,(83.6467428)
15,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,LSEBCS,112136,(55.2318816)
16,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,PWDOPENS,115494,(53.7694785)
17,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,PWDOBCS,153595,(27.6622718)
18,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,DEFOPENS,88930,(67.0458361)
19,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,DEFOBCS,124882,(47.9842799)
20,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,TFWS,41891,(85.5352459)
21,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,PWDROBC,155782,(25.6482713)
22,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,DEFRSEBC,120638,(50.6340761)
23,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,1,EWS,90204,(66.1855163)
24,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,GOPENS,7872,(97.3911937)
25,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,GSCS,17571,(94.1713006)
26,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,GSTS,56026,(80.5896708)
27,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,GVJS,17052,(94.3331807)
28,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,GNT1S,16746,(94.4433332)
29,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,GNT2S,16443,(94.5541467)
30,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,GOBCS,8931,(97.0436452)
31,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,GSEBCS,15942,(94.6903844)
32,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,LOPENS,9308,(96.9066937)
33,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,LSCS,15485,(94.8376426)
34,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,LSTS,45930,(84.2430574)
35,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,LNT1S,20457,(93.2139295)
36,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,LNT3S,23863,(92.0214155)
37,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,LOBCS,9823,(96.7545639)
38,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,LSEBCS,15409,(94.8397684)
39,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,PWDOPENS,33711,(88.6037289)
40,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,PWDOBCS,49777,(82.7778711)
41,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,DEFOPENS,27598,(90.7773660)
42,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,DEFOBCS,36001,(87.8152279)
43,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,TFWS,5518,(98.1177725)
44,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,PWDRSCS,46875,(83.7529730)
45,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,DEFROBCS,31634,(89.3071786)
46,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,ORPHAN,40407,(86.1764583)
47,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,1,EWS,13851,(95.3932298)
48,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,GOPENS,12001,(96.0264086)
49,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,GSCS,22810,(92.4262209)
50,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,GSTS,57428,(80.0615027)
51,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,GVJS,22090,(92.6351162)
52,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,GNT1S,22548,(92.5251996)
53,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,GNT2S,18106,(93.9913601)
54,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,GNT3S,17692,(94.1151780)
55,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,GOBCS,12727,(95.8067495)
56,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,GSEBCS,18460,(93.8710080)
57,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,LOPENS,11632,(96.1687682)
58,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,LSCS,22774,(92.4273158)
59,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,LSTS,62455,(78.1496564)
60,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,LNT2S,20674,(93.1131822)
61,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,LOBCS,12683,(95.8198477)
62,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,LSEBCS,19600,(93.4764585)
63,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,PWDOPENS,84120,(69.2652564)
64,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,PWDOBCS,109674,(57.0470967)
65,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,DEFOPENS,33941,(88.5539410)
66,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,DEFOBCS,51336,(82.1878954)
67,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,TFWS,9964,(96.7229568)
68,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,PWDRSCS,87457,(67.6869909)
69,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,DEFRNT1S,37872,(87.1012785)
70,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,ORPHAN,100069,(61.6354671)
71,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,1,EWS,18299,(93.9032684)
72,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,GOPENS,28736,(90.3847828)
73,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,GSCS,42636,(85.3822102)
74,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,GSTS,109844,(57.0470967)
75,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,GVJS,40155,(86.2190813)
76,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,GNT2S,43440,(85.1704164)
77,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,GNT3S,64967,(76.9332320)
78,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,GOBCS,30164,(89.8747850)
79,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,GSEBCS,47938,(83.5369475)
80,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,LOPENS,25978,(91.2954950)
81,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,LSCS,50448,(82.7086811)
82,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,LSTS,107619,(57.4142590)
83,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,LVJS,43053,(85.2662319)
84,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,LNT1S,34017,(88.5172385)
85,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,LOBCS,30050,(89.8755527)
86,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,LSEBCS,61280,(78.4507504)
87,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,PWDOPENS,126496,(47.0113809)
88,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,PWDOBCS,153875,(27.5123271)
89,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,DEFOPENS,48986,(83.0327460)
90,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,DEFOBCS,164128,(18.5574725)
91,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,TFWS,27443,(90.8058519)
92,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,DEFROBCS,82621,(69.8003760)
93,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,ORPHAN,80761,(70.5215521)
94,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,1,EWS,49718,(82.7820291)
95,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,GOPENS,17552,(94.1713006)
96,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,GSCS,32759,(88.9034341)
97,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,GSTS,76500,(72.5041736)
98,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,GVJS,33193,(88.7742666)
99,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,GNT1S,24939,(91.6557848)
100,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,GNT2S,22199,(92.6335559)
101,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,GNT3S,31829,(89.2671256)
102,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,GOBCS,18536,(93.8694333)
103,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,GSEBCS,23887,(92.0214155)
104,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,LOPENS,15100,(95.0167998)
105,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,LSCS,29378,(90.0992619)
106,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,LSTS,122393,(49.7949643)
107,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,LVJS,50918,(82.4751693)
108,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,LNT2S,32583,(89.0036224)
109,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,LOBCS,17050,(94.3331807)
110,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,LSEBCS,25005,(91.6345444)
111,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,PWDOPENS,136974,(40.1585977)
112,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,PWDOBCS,164763,(17.7766170)
113,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,DEFOPENS,21433,(92.8871646)
114,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,DEFOBCS,63680,(77.7634641)
115,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,TFWS,14636,(95.1705464)
116,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,DEFROBCS,56268,(80.5358903)
117,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,1,EWS,23715,(92.1089443)
118,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,1,GOPENS,40780,(86.1227045)
119,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,1,GSCS,76436,(72.5041736)
120,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,1,GSTS,153584,(27.6622718)
121,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,1,GVJS,52977,(81.7098306)
122,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,1,GNT1S,55013,(80.9741447)
123,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,1,GNT2S,48697,(83.1983982)
124,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,1,GOBCS,49279,(82.8860671)
125,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,1,GSEBCS,98636,(62.7958080)
126,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,1,LOPENS,47564,(83.6393990)
127,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,1,LSCS,73240,(73.7956676)
128,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,1,LNT3S,155962,(25.6482713)
129,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,1,LOBCS,48233,(83.5013309)
130,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,1,LSEBCS,51737,(82.1493863)
131,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,1,TFWS,38760,(86.8242361)
132,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,1,EWS,55129,(80.7858869)
133,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,GOPENS,37888,(87.0844527)
134,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,GSCS,60509,(78.9561170)
135,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,GSTS,108763,(57.2163252)
136,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,GVJS,56098,(80.5896708)
137,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,GNT1S,59809,(79.1318865)
138,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,GNT2S,47170,(83.7440631)
139,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,GNT3S,53426,(81.4941569)
140,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,GOBCS,40001,(86.2308451)
141,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,GSEBCS,69475,(75.3410409)
142,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,LOPENS,41682,(85.7455441)
143,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,LSCS,61041,(78.5613347)
144,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,LSTS,135907,(40.9947600)
145,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,LNT1S,58310,(79.6526596)
146,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,LNT2S,56879,(80.2743712)
147,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,LOBCS,51638,(82.1493863)
148,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,LSEBCS,55218,(80.7858869)
149,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,PWDOPENS,111014,(56.0103934)
150,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,DEFOPENS,115556,(53.7694785)
151,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,DEFOBCS,153674,(27.6622718)
152,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,TFWS,39326,(86.5743889)
153,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,DEFROBCS,129935,(44.8929536)
154,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,1,EWS,75778,(72.8176141)
155,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,1,GOPENH,29972,(90.6223114)
156,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,1,GSCH,32446,(89.8224795)
157,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,1,GSTH,128351,(49.9497584)
158,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,1,GNT2H,74203,(75.2680452)
159,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,1,GOBCH,38311,(87.9283936)
160,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,1,GSEBCH,95096,(66.8404462)
161,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,1,LOPENH,22742,(92.9308861)
162,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,1,LOBCH,32441,(89.8224795)
163,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Other Than Home University Candidates,1,LSEBCH,56660,(81.7098306)
164,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Other Than Home University Candidates,1,GSCO,42792,(86.2629872)
165,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Other Than Home University Candidates,1,GVJO,97252,(65.6155797)
166,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Other Than Home University Candidates,1,LOPENO,10194,(96.8760513)
167,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,State Level,1,EWS,62942,(79.5020906)
168,01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,1,GOPENH,115421,(53.7694785)
169,01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,1,GOBCH,156930,(24.5948927)
170,01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,1,LOPENH,125003,(47.9842799)
171,01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Other Than Home University Candidates,1,GSCH,137364,(40.1066152)
172,01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Other Than Home University Candidates,1,GVJH,146620,(33.0999720)
173,01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Other Than Home University Candidates,1,GOPENO,68353,(75.7359803)
174,01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Other Than Home University Candidates,1,GOBCO,99521,(62.2534756)
175,01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,Home University Seats Allotted to Other Than Home University Candidates,1,GSEBCO,166677,(15.9803473)
176,01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,State Level,1,TFWS,149457,(30.9687071)
177,01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,State Level,1,EWS,109124,(57.1959853)
