college_code,college_name,branch_code,branch_name,category,closing_percentile
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,GOPENS,80.7328826
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,GSCS,76.6166542
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,GSTS,58.7429854
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,GVJS,76.9213416
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,GNT1S,76.2843676
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,GNT2S,79.8081214
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,GNT3S,74.1935484
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,GOBCS,76.2843676
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,GSEBCS,83.4053417
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,LOPENS,75.0737739
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,LSCS,61.4332053
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,LSTS,75.8673530
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,LVJS,67.3938217
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,LNT2S,73.6426530
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,LOBCS,58.7429854
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,LSEBCS,78.3308876
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,PWDOPENS,70.5106049
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,PWDOBCS,36.1619626
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,DEFOPENS,89.6901790
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,DEFOBCS,78.0675570
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,GOPENS,97.3642653
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,GSCS,94.0441452
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,GSTS,82.3107244
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,GVJS,95.9541871
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,GNT1S,94.6808113
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,GNT2S,96.0633178
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,GNT3S,93.8260094
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,GOBCS,97.0482604
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,GSEBCS,97.1523959
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,LOPENS,92.7333060
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,LSCS,80.6210251
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,LSTS,96.8581856
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,LVJS,82.4643661
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,LNT2S,94.1664477
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,LOBCS,97.3792778
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,LSEBCS,80.8641005
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,PWDOPENS,93.2969235
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,PWDOBCS,95.9738402
1002,"Government College of Engineering, Amravati",100224610,Information Technology,GOPENS,95.9738402
1002,"Government College of Engineering, Amravati",100224610,Information Technology,GSCS,92.4862529
1002,"Government College of Engineering, Amravati",100224610,Information Technology,GSTS,81.8534982
1002,"Government College of Engineering, Amravati",100224610,Information Technology,GVJS,90.4575998
1002,"Government College of Engineering, Amravati",100224610,Information Technology,GNT1S,93.5213570
1002,"Government College of Engineering, Amravati",100224610,Information Technology,GNT2S,95.0744473
1002,"Government College of Engineering, Amravati",100224610,Information Technology,GNT3S,93.2108027
1002,"Government College of Engineering, Amravati",100224610,Information Technology,GOBCS,95.6795422
1002,"Government College of Engineering, Amravati",100224610,Information Technology,GSEBCS,96.2787373
1002,"Government College of Engineering, Amravati",100224610,Information Technology,LOPENS,91.4895289
1002,"Government College of Engineering, Amravati",100224610,Information Technology,LSCS,76.2843676
1002,"Government College of Engineering, Amravati",100224610,Information Technology,LSTS,93.5868331
1002,"Government College of Engineering, Amravati",100224610,Information Technology,LVJS,95.2175544
1002,"Government College of Engineering, Amravati",100224610,Information Technology,LNT2S,95.9541871
1002,"Government College of Engineering, Amravati",100224610,Information Technology,LOBCS,70.5106049
1002,"Government College of Engineering, Amravati",100224610,Information Technology,LSEBCS,87.6984872
1002,"Government College of Engineering, Amravati",100224610,Information Technology,PWDOPENS,96.4414768
1002,"Government College of Engineering, Amravati",100224610,Information Technology,PWDOBCS,67.7119280
1002,"Government College of Engineering, Amravati",100224610,Information Technology,DEFOPENS,87.4817577
1002,"Government College of Engineering, Amravati",100224610,Information Technology,DEFOBCS,95.0827713
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,GOPENS,87.2113119
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,GSCS,80.7328826
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,GSTS,54.0043616
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,GVJS,83.4300164
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,GNT1S,82.2515860
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,GNT2S,79.7807688
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,GNT3S,85.4752553
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,GOBCS,89.1600241
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,GSEBCS,85.4752553
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,LOPENS,29.2444305
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,LSCS,86.3550668
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,LSTS,58.0840122
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,LVJS,87.0556299
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,LNT2S,54.0043616
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,LOBCS,90.1850615
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,LSEBCS,84.2884307
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,GOPENS,93.4958740
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,GSCS,88.5960295
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,GSTS,56.6563970
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,GVJS,87.3774785
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,GNT1S,92.8593873
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,GNT2S,91.2629338
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,GNT3S,87.6984872
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,GOBCS,93.0014674
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,GSEBCS,94.2498036
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,LOPENS,89.5231349
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,LSCS,61.6397637
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,LSTS,82.4443082
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,LVJS,91.0376802
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,LNT2S,93.2464234
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,LOBCS,20.1485207
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,LSEBCS,78.4161664
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,PWDOPENS,94.2498036
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,PWDOBCS,72.3940120
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,DEFOPENS,91.7108778
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,GOPENS,77.9969992
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,GSCS,68.3823818
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,GSTS,37.6936381
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,GVJS,39.9066862
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,GNT1S,71.2687819
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,GNT2S,73.3779089
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,GNT3S,78.8754662
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,GOBCS,66.4309764
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,GSEBCS,42.4233825
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,LOPENS,66.4309764
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,LSCS,73.4246062
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,LSTS,85.1537884
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,LVJS,77.9969992
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,GOPENS,84.0516274
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,GSCS,73.1851907
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,GSTS,33.2472877
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,GVJS,75.1725431
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,GNT1S,79.8081214
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,GNT2S,78.4161664
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,GNT3S,75.1725431
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,GOBCS,81.8534982
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,GSEBCS,82.3107244
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,LOPENS,73.6426530
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,LSCS,43.5071268
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,LSTS,66.9527897
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,LVJS,78.5775598
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,LNT2S,76.2843676
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,LOBCS,87.5056399
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,LSEBCS,82.2515860
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,GOPENS,61.6397637
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,GSCS,59.8623853
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,GSTS,3.8552498
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,GVJS,17.8500207
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,GNT1S,58.7429854
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,GNT2S,64.4512569
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,GNT3S,58.8704519
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,GOPENS,84.4681938
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,GSCS,78.7120349
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,GSTS,45.6445719
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,GOPENS,71.8303504
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,GSCS,40.6521983
1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,GOPENS,34.1365462
1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,GSCS,66.3914919
1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,GOPENS,13.5034179
1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,GOPENS,26.0127532
1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,GSCS,22.9499823
1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,GOPENS,45.9664342
1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,GSCS,27.3241113
1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,GOPENS,49.4761567
1005,"Sant Gadge Baba Amravati University,Amravati",100552410,Paper and Pulp Technology,GOPENS,29.4111028
1005,"Sant Gadge Baba Amravati University,Amravati",100552410,Paper and Pulp Technology,GOPENS,9.7383065
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,GOPENS,51.4762755
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,GSCS,43.5071268
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,GSTS,42.9215913
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,GVJS,83.3890161
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,GNT1S,55.2985075
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,GOPENS,56.7366842
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,GOPENS,55.7163295
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,GOPENS,78.0359147
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,GSCS,58.5474069
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GOPENS,65.9622938
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GSCS,47.3478734
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GSTS,62.3996115
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GVJS,46.8567142
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GNT1S,33.3408586
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GNT2S,58.1382561
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GNT3S,60.9799222
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GOBCS,49.0455617
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GSEBCS,52.7422372
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,LOPENS,42.5530244
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GOPENS,26.0127532
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GSCS,39.4392454
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GOPENS,74.1356658
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GSCS,60.9799222
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GSTS,69.5976990
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GVJS,58.5474069
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GNT1S,69.0354573
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GNT2S,27.6545345
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GNT3S,58.1195238
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GOPENS,73.4109953
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GSCS,51.0567213
