college_code,college_name,branch_code,branch_name,category,closing_percentile
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,GOPENS,77.8495773
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,GSCS,68.2985361
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,GSTS,43.3167495
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,GVJS,74.5106403
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,GNT1S,77.0666918
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,GNT2S,70.9263207
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,GNT3S,72.5765063
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,GOBCS,74.0962113
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,LOPENS,83.4045178
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,LSCS,71.6451268
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,LSTS,50.9996691
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,LVJS,77.8495773
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,LNT2S,55.8902921
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,LOBCS,77.0666918
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,DEFOPENS,42.7946749
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,TFWS,89.4077610
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,DEFROBCS,32.4992712
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,EWS,70.2135829
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,GOPENS,96.4453291
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,GSCS,94.6469248
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,GSTS,77.1458362
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,GVJS,90.8078665
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,GNT1S,95.7384206
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,GNT2S,94.8196814
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,GNT3S,94.1471246
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,GOBCS,96.1905225
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,LOPENS,97.3751017
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,LSCS,95.1073753
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,LSTS,82.4244430
